Sensor.Gene	Sensor.Name	Sensor.Type	Sensor.Pathway	HMDB.ID	Metabolite.Name	Metabolite.Class	Metabolite.Pathway	Long.Range.Channel	Evidences	Sources
Cftr	Cystic fibrosis transmembrane conductance regulator (CFTR) (ATP-binding cassette sub-family C member 7) (Channel conductance-controlling ATPase) (EC 5.6.1.6) (cAMP-dependent chloride channel)	transporter	WP1780: ABC-family proteins mediated transport; WP3322: RHO GTPases regulate CFTR trafficking	HMDB0034261	(±)-2-Octanol	Lipids and lipid-like molecules			14967738	MetalinkDB
Chrm1	Muscarinic acetylcholine receptor M1	receptor	WP3594: Circadian rhythm genes; WP4424: G alpha (q) signaling events; WP3932: Focal adhesion: PI3K-Akt-mTOR-signaling; WP51: Regulation of actin cytoskeleton; WP4419: Class A/1 (rhodopsin-like receptors); WP58: Monoamine GPCRs; WP455: GPCRs, class A rhodopsin-like; WP4172: PI3K-Akt signaling	HMDB0000895	Acetylcholine	Organic nitrogen compounds	Phospholipid Biosynthesis	Cerebrospinal Fluid (CSF),Saliva	30157420;	Mebocost; MetalinkDB
Chrm2	Muscarinic acetylcholine receptor M2	receptor	WP3932: Focal adhesion: PI3K-Akt-mTOR-signaling; WP117: GPCRs, other; WP51: Regulation of actin cytoskeleton; WP4423: G alpha (i) signaling events; WP4419: Class A/1 (rhodopsin-like receptors); WP58: Monoamine GPCRs; WP455: GPCRs, class A rhodopsin-like; WP4172: PI3K-Akt signaling	HMDB0000895	Acetylcholine	Organic nitrogen compounds	Phospholipid Biosynthesis	Cerebrospinal Fluid (CSF),Saliva	23743182;	Mebocost; MetalinkDB
Chrm3	Muscarinic acetylcholine receptor M3	receptor	WP4424: G alpha (q) signaling events; WP117: GPCRs, other; WP4874: CAMKK2 pathway; WP51: Regulation of actin cytoskeleton; WP4419: Class A/1 (rhodopsin-like receptors); WP58: Monoamine GPCRs; WP455: GPCRs, class A rhodopsin-like	HMDB0000895	Acetylcholine	Organic nitrogen compounds	Phospholipid Biosynthesis	Cerebrospinal Fluid (CSF),Saliva	30157420;	Mebocost; MetalinkDB
Chrm4	Muscarinic acetylcholine receptor M4	receptor	WP51: Regulation of actin cytoskeleton; WP4423: G alpha (i) signaling events; WP4419: Class A/1 (rhodopsin-like receptors); WP58: Monoamine GPCRs; WP455: GPCRs, class A rhodopsin-like	HMDB0000895	Acetylcholine	Organic nitrogen compounds	Phospholipid Biosynthesis	Cerebrospinal Fluid (CSF),Saliva	https://gpcrdb.org/ligand/statistics;	Mebocost; MetalinkDB
Chrm5	Muscarinic acetylcholine receptor M5	receptor	WP4424: G alpha (q) signaling events; WP51: Regulation of actin cytoskeleton; WP4419: Class A/1 (rhodopsin-like receptors); WP58: Monoamine GPCRs; WP455: GPCRs, class A rhodopsin-like	HMDB0000895	Acetylcholine	Organic nitrogen compounds	Phospholipid Biosynthesis	Cerebrospinal Fluid (CSF),Saliva	https://gpcrdb.org/ligand/statistics;	Mebocost; MetalinkDB
Chrna1	Acetylcholine receptor subunit alpha	receptor,transporter	WP4454: Acetylcholine binding and downstream events	HMDB0000895	Acetylcholine	Organic nitrogen compounds	Phospholipid Biosynthesis	Cerebrospinal Fluid (CSF),Saliva	28045942;	Mebocost; MetalinkDB
Chrna2	Neuronal acetylcholine receptor subunit alpha-2 (Nicotinic acetylcholine receptor subunit alpha-2)	receptor,transporter	WP4454: Acetylcholine binding and downstream events	HMDB0000895	Acetylcholine	Organic nitrogen compounds	Phospholipid Biosynthesis	Cerebrospinal Fluid (CSF),Saliva	29785025;	Mebocost; MetalinkDB
Chrna3	Neuronal acetylcholine receptor subunit alpha-3	receptor,transporter	WP4454: Acetylcholine binding and downstream events	HMDB0000895	Acetylcholine	Organic nitrogen compounds	Phospholipid Biosynthesis	Cerebrospinal Fluid (CSF),Saliva	39686588; 33380469	MetalinkDB
Chrna4	Neuronal acetylcholine receptor subunit alpha-4	receptor,transporter	WP4454: Acetylcholine binding and downstream events	HMDB0000895	Acetylcholine	Organic nitrogen compounds	Phospholipid Biosynthesis	Cerebrospinal Fluid (CSF),Saliva	15902904;	Mebocost; MetalinkDB
Chrna4	Neuronal acetylcholine receptor subunit alpha-4	receptor,transporter	WP4454: Acetylcholine binding and downstream events	HMDB0001934	Nicotine	Organoheterocyclic compounds		Blood,Saliva,Urine	38056431	MetaChatDB
Chrna5	Neuronal acetylcholine receptor subunit alpha-5	receptor,transporter	WP4454: Acetylcholine binding and downstream events	HMDB0001934	Nicotine	Organoheterocyclic compounds		Blood,Saliva,Urine	38879667	MetaChatDB
Chrna5	Neuronal acetylcholine receptor subunit alpha-5	receptor,transporter	WP4454: Acetylcholine binding and downstream events	HMDB0000895	Acetylcholine	Organic nitrogen compounds	Phospholipid Biosynthesis	Cerebrospinal Fluid (CSF),Saliva	36798433	MetalinkDB
Chrna6	Neuronal acetylcholine receptor subunit alpha-6	receptor,transporter	WP4454: Acetylcholine binding and downstream events	HMDB0000895	Acetylcholine	Organic nitrogen compounds	Phospholipid Biosynthesis	Cerebrospinal Fluid (CSF),Saliva	32330292	MetalinkDB
Chrna7	Neuronal acetylcholine receptor subunit alpha-7 (nAChR7) (Nicotinic acetylcholine receptor subunit alpha-7)	receptor,transporter	WP4454: Acetylcholine binding and downstream events; WP4222: Phosphodiesterases in neuronal function	HMDB0000895	Acetylcholine	Organic nitrogen compounds	Phospholipid Biosynthesis	Cerebrospinal Fluid (CSF),Saliva	32321403;	Mebocost; MetalinkDB
Chrna9	Neuronal acetylcholine receptor subunit alpha-9 (Nicotinic acetylcholine receptor subunit alpha-9) (NACHR alpha-9)	receptor,transporter	WP4454: Acetylcholine binding and downstream events	HMDB0000895	Acetylcholine	Organic nitrogen compounds	Phospholipid Biosynthesis	Cerebrospinal Fluid (CSF),Saliva	40267137	MetalinkDB
Chrnb1	Acetylcholine receptor subunit beta	receptor,transporter		HMDB0000895	Acetylcholine	Organic nitrogen compounds	Phospholipid Biosynthesis	Cerebrospinal Fluid (CSF),Saliva	35074870	MetalinkDB
Chrnb2	Neuronal acetylcholine receptor subunit beta-2	receptor,transporter	WP3594: Circadian rhythm genes; WP4454: Acetylcholine binding and downstream events	HMDB0000895	Acetylcholine	Organic nitrogen compounds	Phospholipid Biosynthesis	Cerebrospinal Fluid (CSF),Saliva	26904947; 34331011	MetalinkDB
Chrnb3	Neuronal acetylcholine receptor subunit beta-3	receptor,transporter	WP4454: Acetylcholine binding and downstream events	HMDB0000895	Acetylcholine	Organic nitrogen compounds	Phospholipid Biosynthesis	Cerebrospinal Fluid (CSF),Saliva	39686588	MetalinkDB
Chrnb4	Neuronal acetylcholine receptor subunit beta-4	receptor,transporter	WP4454: Acetylcholine binding and downstream events; WP4049: Neutrophil degranulation	HMDB0000895	Acetylcholine	Organic nitrogen compounds	Phospholipid Biosynthesis	Cerebrospinal Fluid (CSF),Saliva	26904947	MetalinkDB
Chrnd	Acetylcholine receptor subunit delta	receptor,transporter	WP4454: Acetylcholine binding and downstream events	HMDB0000895	Acetylcholine	Organic nitrogen compounds	Phospholipid Biosynthesis	Cerebrospinal Fluid (CSF),Saliva	16916845	MetalinkDB
Chrne	Acetylcholine receptor subunit epsilon	receptor,transporter	WP4454: Acetylcholine binding and downstream events	HMDB0000895	Acetylcholine	Organic nitrogen compounds	Phospholipid Biosynthesis	Cerebrospinal Fluid (CSF),Saliva	38233267; 32727330	MetalinkDB
Clcnka	Chloride channel protein ClC-Ka (Chloride channel Ka) (ClC-K1)	transporter		HMDB0000492	Chloride ion	Homogeneous non-metal compounds	Starch and sucrose metabolism	Blood,Cerebrospinal Fluid (CSF),Saliva,Sweat,Urine	31231963	MetaChatDB
Clec4f	C-type lectin domain family 4 member F (C-type lectin superfamily member 13) (C-type lectin 13)	receptor		HMDB0000143	D-Galactose	Organic oxygen compounds	Galactose Metabolism; Nucleotide Sugars Metabolism; Starch and sucrose metabolism	Blood,Breast Milk,Cellular Cytoplasm,Cerebrospinal Fluid (CSF),Feces,Saliva,Urine	30590594	MetaChatDB
Cnga1	Cyclic nucleotide-gated channel alpha-1 (CNG channel alpha-1) (CNG-1) (CNG1) (Cyclic nucleotide-gated channel, photoreceptor) (Rod photoreceptor cGMP-gated cation channel subunit alpha) (cGMP-gated cation channel alpha-1)	transporter	WP4008: NO/cGMP/PKG mediated neuroprotection; WP2776: Visual phototransduction	HMDB0001314	Cyclic GMP	Nucleosides, nucleotides, and analogues		Blood,Cerebrospinal Fluid (CSF)	16473910	MetaChatDB
Cnga2	Cyclic nucleotide-gated channel alpha-2 (CNG channel alpha-2) (CNG-2) (CNG2) (Olfactory cyclic nucleotide-gated channel subunit 1) (OCNC1)	transporter	WP4008: NO/cGMP/PKG mediated neuroprotection	HMDB0001314	Cyclic GMP	Nucleosides, nucleotides, and analogues		Blood,Cerebrospinal Fluid (CSF)	17322905; 22786723	MetaChatDB
Cnga3	Cyclic nucleotide-gated channel alpha-3 (CNG channel alpha-3) (CNG-3) (CNG3) (Cone photoreceptor cGMP-gated channel subunit alpha-3)	transporter	WP4008: NO/cGMP/PKG mediated neuroprotection	HMDB0001314	Cyclic GMP	Nucleosides, nucleotides, and analogues		Blood,Cerebrospinal Fluid (CSF)	24027293	MetaChatDB
Cngb1	Cyclic nucleotide-gated channel beta-1 (CNG channel beta-1) (Cyclic nucleotide-gated cation channel 4) (CNG channel 4) (CNG-4) (CNG4) (Cyclic nucleotide-gated cation channel gamma) (Cyclic nucleotide-gated cation channel modulatory subunit) (Glutamic acid-rich protein) (GARP)	transporter	WP4008: NO/cGMP/PKG mediated neuroprotection; WP2776: Visual phototransduction	HMDB0001314	Cyclic GMP	Nucleosides, nucleotides, and analogues		Blood,Cerebrospinal Fluid (CSF)	7680013	MetaChatDB
Cngb1	Cyclic nucleotide-gated channel beta-1 (CNG channel beta-1) (Cyclic nucleotide-gated cation channel 4) (CNG channel 4) (CNG-4) (CNG4) (Cyclic nucleotide-gated cation channel gamma) (Cyclic nucleotide-gated cation channel modulatory subunit) (Glutamic acid-rich protein) (GARP)	transporter	WP4008: NO/cGMP/PKG mediated neuroprotection; WP2776: Visual phototransduction	HMDB0000058	Cyclic AMP	Nucleosides, nucleotides, and analogues	Purine metabolism	Blood,Cerebrospinal Fluid (CSF),Feces,Urine	32272140	MetaChatDB
Cngb3	Cyclic nucleotide-gated channel beta-3 (CNG channel beta-3) (Cone photoreceptor cGMP-gated channel subunit beta) (Cyclic nucleotide-gated cation channel beta-3) (Cyclic nucleotide-gated cation channel modulatory subunit)	transporter	WP4008: NO/cGMP/PKG mediated neuroprotection	HMDB0001314	Cyclic GMP	Nucleosides, nucleotides, and analogues		Blood,Cerebrospinal Fluid (CSF)	37463923	MetaChatDB
Cnr1	Cannabinoid receptor 1 (CB-R) (CB1) (CANN6)	receptor	WP247: Small ligand GPCRs; WP117: GPCRs, other; WP3869: Cannabinoid receptor signaling; WP4423: G alpha (i) signaling events; WP4419: Class A/1 (rhodopsin-like receptors); WP455: GPCRs, class A rhodopsin-like; WP3679: Cell-type dependent selectivity of CCK2R signaling; WP2380: Brain-derived neurotrophic factor (BDNF) signaling	HMDB0013078	Stearoylethanolamide	Organic nitrogen compounds		Blood,Feces,Urine	29145497	MetalinkDB
Cnr1	Cannabinoid receptor 1 (CB-R) (CB1) (CANN6)	receptor	WP247: Small ligand GPCRs; WP117: GPCRs, other; WP3869: Cannabinoid receptor signaling; WP4423: G alpha (i) signaling events; WP4419: Class A/1 (rhodopsin-like receptors); WP455: GPCRs, class A rhodopsin-like; WP3679: Cell-type dependent selectivity of CCK2R signaling; WP2380: Brain-derived neurotrophic factor (BDNF) signaling	HMDB0004080	Anandamide	Organic nitrogen compounds		Blood,Cerebrospinal Fluid (CSF),Urine	17935697; 26900150;	Mebocost; MetalinkDB
Cnr1	Cannabinoid receptor 1 (CB-R) (CB1) (CANN6)	receptor	WP247: Small ligand GPCRs; WP117: GPCRs, other; WP3869: Cannabinoid receptor signaling; WP4423: G alpha (i) signaling events; WP4419: Class A/1 (rhodopsin-like receptors); WP455: GPCRs, class A rhodopsin-like; WP3679: Cell-type dependent selectivity of CCK2R signaling; WP2380: Brain-derived neurotrophic factor (BDNF) signaling	HMDB0013655	O-Arachidonoyl Ethanolamine	Lipids and lipid-like molecules			40119741	MetalinkDB
Cnr2	Cannabinoid receptor 2 (CB-2) (CB2) (hCB2) (CX5)	receptor	WP247: Small ligand GPCRs; WP3869: Cannabinoid receptor signaling; WP4423: G alpha (i) signaling events; WP4419: Class A/1 (rhodopsin-like receptors); WP455: GPCRs, class A rhodopsin-like	HMDB0004080	Anandamide	Organic nitrogen compounds		Blood,Cerebrospinal Fluid (CSF),Urine	26900150; 20133390;	Mebocost; MetalinkDB
Cnr2	Cannabinoid receptor 2 (CB-2) (CB2) (hCB2) (CX5)	receptor	WP247: Small ligand GPCRs; WP3869: Cannabinoid receptor signaling; WP4423: G alpha (i) signaling events; WP4419: Class A/1 (rhodopsin-like receptors); WP455: GPCRs, class A rhodopsin-like	HMDB0036792	beta-Caryophyllene	Lipids and lipid-like molecules		Feces,Saliva	25033246	MetaChatDB
Cnr2	Cannabinoid receptor 2 (CB-2) (CB2) (hCB2) (CX5)	receptor	WP247: Small ligand GPCRs; WP3869: Cannabinoid receptor signaling; WP4423: G alpha (i) signaling events; WP4419: Class A/1 (rhodopsin-like receptors); WP455: GPCRs, class A rhodopsin-like	HMDB0013655	O-Arachidonoyl Ethanolamine	Lipids and lipid-like molecules			40119741	MetalinkDB
Crabp1	Cellular retinoic acid-binding protein 1 (Cellular retinoic acid-binding protein I) (CRABP-I)	transporter	WP4421: Signaling by retinoic acid	HMDB0001852	all-trans-Retinoic acid	Lipids and lipid-like molecules	Retinol Metabolism	Blood,Urine	31344789	MetaChatDB
Crabp2	Cellular retinoic acid-binding protein 2 (Cellular retinoic acid-binding protein II) (CRABP-II)	transporter	WP4421: Signaling by retinoic acid	HMDB0001852	all-trans-Retinoic acid	Lipids and lipid-like molecules	Retinol Metabolism	Blood,Urine	31566355	MetaChatDB
Cubn	Cubilin (460 kDa receptor) (Intestinal intrinsic factor receptor) (Intrinsic factor-cobalamin receptor) (Intrinsic factor-vitamin B12 receptor)	receptor,transporter		HMDB0003550	Calcidiol	Lipids and lipid-like molecules		Blood,Urine	Recon2	Mebocost
Cubn	Cubilin (460 kDa receptor) (Intestinal intrinsic factor receptor) (Intrinsic factor-cobalamin receptor) (Intrinsic factor-vitamin B12 receptor)	receptor,transporter		HMDB0002086	Adenosylcobalamin	Organoheterocyclic compounds	Propanoate metabolism; Valine, leucine and isoleucine degradation		Recon2	Mebocost
Cxcr4	C-X-C chemokine receptor type 4 (CXC-R4) (CXCR-4) (FB22) (Fusin) (HM89) (LCR1) (Leukocyte-derived seven transmembrane domain receptor) (LESTR) (Lipopolysaccharide-associated protein 3) (LAP-3) (LPS-associated protein 3) (NPYRL) (Stromal cell-derived factor 1 receptor) (SDF-1 receptor) (CD antigen CD184)	receptor	WP5434: Cancer pathways; WP3929: Chemokine signaling; WP5422: IL19 signaling; WP4494: Selective expression of chemokine receptors during T-cell polarization; WP4423: G alpha (i) signaling events; WP4419: Class A/1 (rhodopsin-like receptors); WP1918: Signaling by ROBO receptors; WP455: GPCRs, class A rhodopsin-like; WP5473: Cytokine-cytokine receptor interaction; WP24: Peptide GPCRs	HMDB0000870	Histamine	Organic nitrogen compounds	Histidine metabolism	Blood,Cerebrospinal Fluid (CSF),Feces,Saliva,Urine	36732336	MetalinkDB
Cxcr4	C-X-C chemokine receptor type 4 (CXC-R4) (CXCR-4) (FB22) (Fusin) (HM89) (LCR1) (Leukocyte-derived seven transmembrane domain receptor) (LESTR) (Lipopolysaccharide-associated protein 3) (LAP-3) (LPS-associated protein 3) (NPYRL) (Stromal cell-derived factor 1 receptor) (SDF-1 receptor) (CD antigen CD184)	receptor	WP5434: Cancer pathways; WP3929: Chemokine signaling; WP5422: IL19 signaling; WP4494: Selective expression of chemokine receptors during T-cell polarization; WP4423: G alpha (i) signaling events; WP4419: Class A/1 (rhodopsin-like receptors); WP1918: Signaling by ROBO receptors; WP455: GPCRs, class A rhodopsin-like; WP5473: Cytokine-cytokine receptor interaction; WP24: Peptide GPCRs	HMDB0000050	Adenosine	Nucleosides, nucleotides, and analogues	Glycine, serine and threonine metabolism; Methionine Metabolism; Purine metabolism; Selenocompound metabolism	Blood,Breast Milk,Cellular Cytoplasm,Cerebrospinal Fluid (CSF),Feces,Saliva,Urine	16823836	MetalinkDB
Cysltr1	Cysteinyl leukotriene receptor 1 (CysLTR1) (Cysteinyl leukotriene D4 receptor) (LTD4 receptor) (G-protein coupled receptor HG55) (HMTMF81)	receptor	WP4424: G alpha (q) signaling events; WP4419: Class A/1 (rhodopsin-like receptors); WP455: GPCRs, class A rhodopsin-like	HMDB0001198	Leukotriene C4	Organic acids and derivatives	Arachidonic Acid Metabolism	Blood,Cerebrospinal Fluid (CSF)	27990118; 28667163	MetalinkDB
Drd1	D(1A) dopamine receptor (Dopamine D1 receptor)	receptor	WP3594: Circadian rhythm genes; WP4427: G alpha (s) signaling events; WP4222: Phosphodiesterases in neuronal function; WP4419: Class A/1 (rhodopsin-like receptors); WP58: Monoamine GPCRs; WP455: GPCRs, class A rhodopsin-like	HMDB0000073	Dopamine	Benzenoids	Tyrosine metabolism	Blood,Cerebrospinal Fluid (CSF),Feces,Urine	33017522; 30967134; 12047334; 24909515;	Mebocost; MetaChatDB; MetalinkDB
Drd2	D(2) dopamine receptor (Dopamine D2 receptor)	receptor	WP3594: Circadian rhythm genes; WP4222: Phosphodiesterases in neuronal function; WP4419: Class A/1 (rhodopsin-like receptors); WP58: Monoamine GPCRs; WP455: GPCRs, class A rhodopsin-like	HMDB0000050	Adenosine	Nucleosides, nucleotides, and analogues	Glycine, serine and threonine metabolism; Methionine Metabolism; Purine metabolism; Selenocompound metabolism	Blood,Breast Milk,Cellular Cytoplasm,Cerebrospinal Fluid (CSF),Feces,Saliva,Urine	35724635	MetalinkDB
Drd2	D(2) dopamine receptor (Dopamine D2 receptor)	receptor	WP3594: Circadian rhythm genes; WP4222: Phosphodiesterases in neuronal function; WP4419: Class A/1 (rhodopsin-like receptors); WP58: Monoamine GPCRs; WP455: GPCRs, class A rhodopsin-like	HMDB0000073	Dopamine	Benzenoids	Tyrosine metabolism	Blood,Cerebrospinal Fluid (CSF),Feces,Urine	21070510; 10578238; 30967134; 17476365; 15084894; 20975260; 23717492; 17466074; 24772965; 23232665; 26015071; 29466326; 18192895; 19635551; 22876458; 19931559; 11979061; 18366720; 24834916; 23947671; 23266708; 15542698; 29992511; 9129716; 21592505; 10235293; 16403463; 19803686; 11256581; 12497624; 30651332; 24288745;	Mebocost; MetalinkDB
Drd3	D(3) dopamine receptor (Dopamine D3 receptor)	receptor	WP3594: Circadian rhythm genes; WP117: GPCRs, other; WP4423: G alpha (i) signaling events; WP4419: Class A/1 (rhodopsin-like receptors); WP58: Monoamine GPCRs; WP455: GPCRs, class A rhodopsin-like	HMDB0000073	Dopamine	Benzenoids	Tyrosine metabolism	Blood,Cerebrospinal Fluid (CSF),Feces,Urine	18366720; 30967134; 12047334; 10578238; 23232665; 29525179; 7914177; 17616385; 17466074; 19931559; 23063408;	Mebocost; MetalinkDB
Drd4	D(4) dopamine receptor (D(2C) dopamine receptor) (Dopamine D4 receptor)	receptor	WP3594: Circadian rhythm genes; WP117: GPCRs, other; WP4423: G alpha (i) signaling events; WP4419: Class A/1 (rhodopsin-like receptors); WP58: Monoamine GPCRs; WP455: GPCRs, class A rhodopsin-like	HMDB0000073	Dopamine	Benzenoids	Tyrosine metabolism	Blood,Cerebrospinal Fluid (CSF),Feces,Urine	18366720; 23717434; 30967134; 15627814; 12624717; 15292670; 16182111; 21615938; 22725835; 22356182; 22575564; 12707943; 27217152; 33868590; 14605948; 17466074; 16930369; 19931559;	Mebocost; MetalinkDB
Drd4	D(4) dopamine receptor (D(2C) dopamine receptor) (Dopamine D4 receptor)	receptor	WP3594: Circadian rhythm genes; WP117: GPCRs, other; WP4423: G alpha (i) signaling events; WP4419: Class A/1 (rhodopsin-like receptors); WP58: Monoamine GPCRs; WP455: GPCRs, class A rhodopsin-like	HMDB0000216	Norepinephrine	Benzenoids	Tyrosine metabolism	Blood,Cerebrospinal Fluid (CSF),Urine	36267569	MetalinkDB
Drd5	D(1B) dopamine receptor (D(5) dopamine receptor) (D1beta dopamine receptor) (Dopamine D5 receptor)	receptor	WP4427: G alpha (s) signaling events; WP4419: Class A/1 (rhodopsin-like receptors); WP58: Monoamine GPCRs; WP455: GPCRs, class A rhodopsin-like	HMDB0000216	Norepinephrine	Benzenoids	Tyrosine metabolism	Blood,Cerebrospinal Fluid (CSF),Urine	40023842	MetalinkDB
Drd5	D(1B) dopamine receptor (D(5) dopamine receptor) (D1beta dopamine receptor) (Dopamine D5 receptor)	receptor	WP4427: G alpha (s) signaling events; WP4419: Class A/1 (rhodopsin-like receptors); WP58: Monoamine GPCRs; WP455: GPCRs, class A rhodopsin-like	HMDB0000073	Dopamine	Benzenoids	Tyrosine metabolism	Blood,Cerebrospinal Fluid (CSF),Feces,Urine	10578238; 12047334;	Mebocost; MetalinkDB
Egfr	Epidermal growth factor receptor (EC 2.7.10.1) (Proto-oncogene c-ErbB-1) (Receptor tyrosine-protein kinase erbB-1)	receptor	WP5434: Cancer pathways; WP2735: RAF/MAP kinase cascade; WP3303: RAC1/PAK1/p38/MMP2 pathway; WP437: EGF/EGFR signaling; WP3932: Focal adhesion: PI3K-Akt-mTOR-signaling; WP5158: Urotensin-II-mediated signaling; WP1843: L1CAM interactions; WP4540: Hippo signaling regulation; WP4541: Hippo-Merlin signaling dysregulation; WP5300: TROP2 regulatory signaling; WP4977: Extra-nuclear estrogen signaling; WP138: Androgen receptor signaling; WP2593: JAK/STAT pathway; WP2324: AGE/RAGE pathway; WP382: MAPK signaling; WP2643: Nanoparticle-mediated activation of receptor signaling; WP2781: Signaling by ERBB4; WP4483: Relationship between inflammation, COX-2 and EGFR; WP4086: Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors; WP5475: Hallmark of cancer: sustaining proliferative signaling; WP306: Focal adhesion; WP2586: Aryl hydrocarbon receptor pathway; WP4538: Regulatory circuits of STAT3 signaling; WP4857: Endothelin pathway; WP2664: Gastrin-CREB signaling via PKC and MAPK; WP673: ErbB signaling; WP51: Regulation of actin cytoskeleton; WP4437: Signaling by PTK6; WP2780: Signaling by ERBB2; WP1910: Signaling by EGFR; WP2873: Aryl hydrocarbon receptor pathway; WP2722: Signaling by NOTCH3; WP2882: Nuclear receptors meta-pathway; WP2653: PIP3 activates AKT signaling; WP4223: Ras signaling; WP2870: Extracellular vesicle-mediated signaling in recipient cells; WP4659: Gastrin signaling; WP4172: PI3K-Akt signaling	HMDB0000626	Deoxycholic acid	Lipids and lipid-like molecules	Primary bile acid biosynthesis	Bile,Blood,Feces,Urine	27086143	MetalinkDB
Esr1	Estrogen receptor (ER) (ER-alpha) (Estradiol receptor) (Nuclear receptor subfamily 3 group A member 1)	receptor	WP5434: Cancer pathways; WP4414: Regulation of RUNX2 expression and activity; WP4432: ESR-mediated signaling; WP4105: Transcriptional regulation by RUNX1; WP4977: Extra-nuclear estrogen signaling; WP712: Estrogen signaling; WP2593: JAK/STAT pathway; WP2781: Signaling by ERBB4; WP4483: Relationship between inflammation, COX-2 and EGFR; WP4086: Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors; WP2586: Aryl hydrocarbon receptor pathway; WP2034: Leptin signaling; WP2882: Nuclear receptors meta-pathway; WP170: Nuclear receptors; WP2881: Estrogen receptor pathway; WP2653: PIP3 activates AKT signaling	HMDB0006247	25-Hydroxycholesterol	Lipids and lipid-like molecules	Primary bile acid biosynthesis	Blood,Urine	21304949	Mebocost
Esr1	Estrogen receptor (ER) (ER-alpha) (Estradiol receptor) (Nuclear receptor subfamily 3 group A member 1)	receptor	WP5434: Cancer pathways; WP4414: Regulation of RUNX2 expression and activity; WP4432: ESR-mediated signaling; WP4105: Transcriptional regulation by RUNX1; WP4977: Extra-nuclear estrogen signaling; WP712: Estrogen signaling; WP2593: JAK/STAT pathway; WP2781: Signaling by ERBB4; WP4483: Relationship between inflammation, COX-2 and EGFR; WP4086: Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors; WP2586: Aryl hydrocarbon receptor pathway; WP2034: Leptin signaling; WP2882: Nuclear receptors meta-pathway; WP170: Nuclear receptors; WP2881: Estrogen receptor pathway; WP2653: PIP3 activates AKT signaling	HMDB0004385	Lipoxin A4	Lipids and lipid-like molecules		Blood	24587003	Mebocost
Esr1	Estrogen receptor (ER) (ER-alpha) (Estradiol receptor) (Nuclear receptor subfamily 3 group A member 1)	receptor	WP5434: Cancer pathways; WP4414: Regulation of RUNX2 expression and activity; WP4432: ESR-mediated signaling; WP4105: Transcriptional regulation by RUNX1; WP4977: Extra-nuclear estrogen signaling; WP712: Estrogen signaling; WP2593: JAK/STAT pathway; WP2781: Signaling by ERBB4; WP4483: Relationship between inflammation, COX-2 and EGFR; WP4086: Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors; WP2586: Aryl hydrocarbon receptor pathway; WP2034: Leptin signaling; WP2882: Nuclear receptors meta-pathway; WP170: Nuclear receptors; WP2881: Estrogen receptor pathway; WP2653: PIP3 activates AKT signaling	HMDB0060530	4-Hydroxytamoxifen	Phenylpropanoids and polyketides		Blood,Urine	26836308; 26712520	MetaChatDB
Esr1	Estrogen receptor (ER) (ER-alpha) (Estradiol receptor) (Nuclear receptor subfamily 3 group A member 1)	receptor	WP5434: Cancer pathways; WP4414: Regulation of RUNX2 expression and activity; WP4432: ESR-mediated signaling; WP4105: Transcriptional regulation by RUNX1; WP4977: Extra-nuclear estrogen signaling; WP712: Estrogen signaling; WP2593: JAK/STAT pathway; WP2781: Signaling by ERBB4; WP4483: Relationship between inflammation, COX-2 and EGFR; WP4086: Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors; WP2586: Aryl hydrocarbon receptor pathway; WP2034: Leptin signaling; WP2882: Nuclear receptors meta-pathway; WP170: Nuclear receptors; WP2881: Estrogen receptor pathway; WP2653: PIP3 activates AKT signaling	HMDB0002103	27-Hydroxycholesterol	Lipids and lipid-like molecules	Primary bile acid biosynthesis	Blood,Cerebrospinal Fluid (CSF)	33408073	Mebocost
Esr1	Estrogen receptor (ER) (ER-alpha) (Estradiol receptor) (Nuclear receptor subfamily 3 group A member 1)	receptor	WP5434: Cancer pathways; WP4414: Regulation of RUNX2 expression and activity; WP4432: ESR-mediated signaling; WP4105: Transcriptional regulation by RUNX1; WP4977: Extra-nuclear estrogen signaling; WP712: Estrogen signaling; WP2593: JAK/STAT pathway; WP2781: Signaling by ERBB4; WP4483: Relationship between inflammation, COX-2 and EGFR; WP4086: Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors; WP2586: Aryl hydrocarbon receptor pathway; WP2034: Leptin signaling; WP2882: Nuclear receptors meta-pathway; WP170: Nuclear receptors; WP2881: Estrogen receptor pathway; WP2653: PIP3 activates AKT signaling	HMDB0000338	2-Hydroxyestradiol	Lipids and lipid-like molecules		Urine	27312859	Mebocost
